id;cnpj_base;cnpj_ordem;cnpj_dv;situacao_data;atividade_inicio;cnae_principal;cep;uf;municipio;cnae_descricao;natureza;capital_social;porte_empresa;natureza_descricao;matchmaking
947490001RS;24894749;0001;98;2016-05-01;2016-05-01;4930202;96300000;RS;8721;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;500.0;demais;Cooperativa;1
084260057SP;57508426;0057;22;2016-05-01;2016-05-01;8211300;09020000;SP;7057;Serviços combinados de escritório e apoio administrativo;2143;0.0;demais;Cooperativa;2
427680003AL;35642768;0003;05;2016-06-01;2016-06-01;6550200;57480000;AL;2747;Planos de saúde;2143;0.0;demais;Cooperativa;2
482500001PR;25048250;0001;22;2016-06-01;2016-06-01;5212500;86390000;PR;7469;Carga e descarga;2143;5500.0;demais;Cooperativa;2
594280001RJ;21659428;0001;10;2015-01-01;2015-01-01;9412099;20785901;RJ;6001;Outras atividades associativas profissionais;2143;21000.0;demais;Cooperativa;3
175800001PA;25117580;0001;22;2016-07-01;2016-07-01;3811400;68745562;PA;0447;Coleta de resíduos não-perigosos;2143;4525.62;demais;Cooperativa;2
342960001RJ;25134296;0001;64;2019-04-01;2016-06-01;8650001;22450242;RJ;6001;Atividades de enfermagem;2143;3500.0;demais;Cooperativa;2
519850001MG;25151985;0001;87;2016-07-01;2016-07-01;8640205;36015400;MG;4733;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;2143;100000.0;demais;Cooperativa;2
781020002RS;18378102;0002;91;2016-07-01;2016-07-01;4687703;93320310;RS;8771;Comércio atacadista de resíduos e sucatas metálicos;2143;700.0;demais;Cooperativa;2
012190002BA;13301219;0002;53;2016-07-01;2016-07-01;8512100;45816000;BA;3807;Educação infantil - pré-escola;2143;20000.0;demais;Cooperativa;2
785060001MA;25178506;0001;16;2021-07-01;2016-06-01;4930202;65917050;MA;0803;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;16200.0;demais;Cooperativa;2
149450001SP;25214945;0001;37;2016-07-01;2016-07-01;0161099;18200970;SP;6547;Atividades de apoio à agricultura não especificadas anteriormente;2143;1050.0;demais;Cooperativa;2
254910010PA;22825491;0010;33;2016-07-01;2016-07-01;0722701;68380000;PA;0545;Extração de minério de estanho;2143;0.0;demais;Cooperativa;2
284460001BA;25328446;0001;70;2016-07-01;2016-07-01;4929902;44054024;BA;3515;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, intermunicipal, interestadual e internacional;2143;16000.0;demais;Cooperativa;2
367910168MG;45236791;0168;61;2016-08-01;2016-08-01;4729602;38405373;MG;5403;Comércio varejista de mercadorias em lojas de conveniência;2143;0.0;demais;Cooperativa;2
014580001BA;25401458;0001;83;2020-12-01;2016-08-01;4930202;44400000;BA;3751;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;230000.0;demais;Cooperativa;2
485860001BA;25448586;0001;82;2016-08-01;2016-08-01;7220700;43700000;BA;3913;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;2143;1750.0;demais;Cooperativa;2
052390038RS;89305239;0038;75;2016-08-01;2016-08-01;1012101;95940000;RS;8519;Abate de aves;2143;0.0;demais;Cooperativa;3
652590001SP;20965259;0001;84;2019-01-01;2014-09-01;4922101;07122270;SP;6477;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, exceto em região metropolitana;2143;2000.0;demais;Cooperativa;2
376000001SP;25137600;0001;27;2016-07-01;2016-07-01;4924800;15910000;SP;6727;Transporte escolar;2143;0.0;demais;Cooperativa;2
757140001GO;15775714;0001;49;2012-06-01;2012-06-01;4924800;76465000;GO;0079;Transporte escolar;2143;2000.0;demais;Cooperativa;2
364820001SC;19436482;0001;55;2013-12-01;2013-12-01;4721103;88920000;SC;8211;Comércio varejista de laticínios e frios;2143;10200.0;demais;Cooperativa;2
144500239SP;79114450;0239;63;2016-07-01;2016-07-01;4692300;19860000;SP;6367;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;167934000.0;demais;Cooperativa;2
795920001PA;23879592;0001;69;2015-12-01;2015-12-01;4921302;68383000;PA;0641;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;2143;1506000.0;demais;Cooperativa;2
449540001SC;22744954;0001;41;2015-06-01;2015-06-01;4930202;89825000;SC;8387;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;28750.0;demais;Cooperativa;2
472070001GO;10647207;0001;06;2009-02-01;2009-02-01;0161099;73801970;GO;9361;Atividades de apoio à agricultura não especificadas anteriormente;2143;1050.0;demais;Cooperativa;2
302770001AL;20830277;0001;59;2014-08-01;2014-08-01;0810002;57820000;AL;2809;Extração de granito e beneficiamento associado;2143;3040.0;demais;Cooperativa;2
209600001MG;10820960;0001;51;2009-05-01;2009-05-01;0134200;37262000;MG;5197;Cultivo de café;2143;214200.0;demais;Cooperativa;2
721700001MG;23872170;0001;61;2015-12-01;2015-12-01;4771701;38400142;MG;5403;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;1250.0;demais;Cooperativa;2
821720001SC;15482172;0001;16;2012-05-01;2012-05-01;7020400;89652000;SC;0920;Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica;2143;4500.0;demais;Cooperativa;2
177190001BA;17517719;0001;05;2013-02-01;2013-02-01;4924800;47530000;BA;3765;Transporte escolar;2143;500000.0;demais;Cooperativa;2
281720001MG;18028172;0001;39;2013-04-01;2013-04-01;4930202;32604100;MG;4133;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;200000.0;demais;Cooperativa;3
333690008SP;60633369;0008;30;2010-08-01;2010-08-01;6550200;14730000;SP;6731;Planos de saúde;2143;0.0;demais;Cooperativa;3
241660001PR;24324166;0001;21;2016-03-01;2016-03-01;0121101;87145000;PR;7731;Horticultura, exceto morango;2143;10000.0;demais;Cooperativa;2
150450001GO;17415045;0001;20;2013-01-01;2013-01-01;4924800;76680000;GO;9419;Transporte escolar;2143;5400.0;demais;Cooperativa;2
588240072SC;83158824;0072;05;2015-06-01;2015-06-01;4692300;89620000;SC;8069;Comércio atacadista de mercadorias em geral, com predominância de insumos agropecuários;2143;0.0;demais;Cooperativa;2
607870001BA;21560787;0001;16;2014-12-01;2014-12-01;8610101;41820021;BA;3849;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;2143;0.0;demais;Cooperativa;2
611910001RJ;23761191;0001;00;2015-11-01;2015-11-01;4930202;28220000;RJ;5899;Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional;2143;52800.0;demais;Cooperativa;2
548810015BA;24654881;0015;28;2016-04-01;2016-04-01;6424703;47850000;BA;1112;Cooperativas de crédito mútuo;2143;12500000.0;demais;Cooperativa;2
824860001RJ;20982486;0001;18;2014-09-01;2014-09-01;4723700;21620050;RJ;6001;Comércio varejista de bebidas;2143;6600.0;demais;Cooperativa;2
347570001MS;25034757;0001;27;2019-12-01;2016-06-01;4724500;79400000;MS;9065;Comércio varejista de hortifrutigranjeiros;2143;1000.0;demais;Cooperativa;3
086830001BA;13808683;0001;50;2011-06-01;2011-06-01;4929901;48280000;BA;3721;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, municipal;2143;22000.0;demais;Cooperativa;2
131780028MG;16513178;0028;96;2009-11-01;2009-11-01;6550200;33600000;MG;4985;Planos de saúde;2143;0.0;demais;Cooperativa;3
497660001RJ;10649766;0001;55;2021-04-01;2009-02-01;9001999;22211120;RJ;6001;Artes cênicas, espetáculos e atividades complementares não especificadas anteriormente;2143;24000.0;demais;Cooperativa;2
264570001PR;14726457;0001;92;2011-11-01;2011-11-01;4724500;85869380;PR;7563;Comércio varejista de hortifrutigranjeiros;2143;2000.0;demais;Cooperativa;2
833590004MG;21483359;0004;80;2014-04-01;2014-04-01;1013901;35661705;MG;4941;Fabricação de produtos de carne;2143;0.0;demais;Cooperativa;2
569680053GO;78956968;0053;04;2011-02-01;2011-02-01;4632001;75701010;GO;9301;Comércio atacadista de cereais e leguminosas beneficiados;2143;56151628.97;demais;Cooperativa;2
367910126MG;45236791;0126;02;2015-10-01;2015-10-01;4661300;37902538;MG;4957;"Comércio atacadista de máquinas, aparelhos e equipamentos para uso agropecuário; partes e peças";2143;0.0;demais;Cooperativa;3
367910086MG;45236791;0086;80;2008-05-01;2008-05-01;4683400;38740512;MG;4961;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
827780001AM;18882778;0001;37;2020-03-01;2013-09-01;4929999;69800000;AM;0235;Outros transportes rodoviários de passageiros não especificados anteriormente;2143;4998.0;demais;Cooperativa;2
856520001SP;24585652;0001;01;2019-04-01;2016-04-01;4617600;01311200;SP;7107;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;2143;1400.0;demais;Cooperativa;2
596200001PA;20359620;0001;29;2014-06-01;2014-06-01;4921302;68786000;PA;0539;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal em região metropolitana;2143;1320000.0;demais;Cooperativa;2
203810001CE;24020381;0001;39;2016-01-01;2016-01-01;4724500;61914035;CE;1585;Comércio varejista de hortifrutigranjeiros;2143;12000.0;demais;Cooperativa;2
203970015PR;78320397;0015;91;2013-02-01;2013-02-01;4623199;84970000;PR;7855;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;62117302.02;demais;Cooperativa;3
741600044RS;89774160;0044;31;2015-03-01;2015-03-01;5211799;95740000;RS;7365;Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis;2143;0.0;demais;Cooperativa;2
685350001BA;12968535;0001;30;2019-04-01;2010-12-01;8599604;42850000;BA;3087;Treinamento em desenvolvimento profissional e gerencial;2143;3000.0;demais;Cooperativa;0
024930001PR;23902493;0001;50;2016-01-01;2016-01-01;3811400;86181000;PR;7471;Coleta de resíduos não-perigosos;2143;1000.0;demais;Cooperativa;2
603280009TO;26960328;0009;09;2011-10-01;2011-10-01;6424703;77403010;TO;9385;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
165370001PA;23216537;0001;99;2015-09-01;2015-09-01;5239799;66055210;PA;0427;Atividades auxiliares dos transportes aquaviários não especificadas anteriormente;2143;800000.0;demais;Cooperativa;2
179700006RJ;35917970;0006;45;2006-12-01;2006-12-01;8660700;27258000;RJ;5925;Atividades de apoio à gestão de saúde;2143;0.0;demais;Cooperativa;2
851610001AC;16385161;0001;80;2019-09-01;2012-06-01;4623199;69928000;AC;0151;Comércio atacadista de matérias-primas agrícolas não especificadas anteriormente;2143;100000000.0;demais;Cooperativa;2
608120001ES;10760812;0001;99;2009-03-01;2009-03-01;4724500;29360000;ES;5627;Comércio varejista de hortifrutigranjeiros;2143;2000.0;demais;Cooperativa;2
731920001RS;20973192;0001;20;2014-08-01;2014-08-01;3811400;93025296;RS;8877;Coleta de resíduos não-perigosos;2143;600.0;demais;Cooperativa;2
972560019RS;90497256;0019;78;2014-12-01;2014-12-01;6424703;96780070;RS;8569;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
854450001AP;14985445;0001;82;2012-01-01;2012-01-01;4724500;68908074;AP;0605;Comércio varejista de hortifrutigranjeiros;2143;100000.0;demais;Cooperativa;2
955490051RS;91495549;0051;19;2014-05-01;2014-05-01;4689399;99470000;RS;8755;Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente;2143;0.0;demais;Cooperativa;3
526360001AM;10352636;0001;56;2008-09-01;2008-09-01;0161099;69100970;AM;0241;Atividades de apoio à agricultura não especificadas anteriormente;2143;7200.0;demais;Cooperativa;2
730130001DF;17573013;0001;52;2013-02-01;2013-02-01;9430800;72210282;DF;9701;Atividades de associações de defesa de direitos sociais;2143;20000.0;demais;Cooperativa;2
394510046SC;82639451;0046;30;2014-07-01;2014-07-01;6424703;89062101;SC;8047;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
760580005BA;64276058;0005;79;2008-12-01;2008-12-01;6424703;45960000;BA;3723;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
868600001SE;15786860;0001;70;2012-06-01;2012-06-01;0161099;49290000;SE;3159;Atividades de apoio à agricultura não especificadas anteriormente;2143;6900.0;demais;Cooperativa;2
802680013RS;87780268;0013;05;2007-07-01;2007-07-01;6424703;99740000;RS;8533;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
479460001RS;19047946;0001;31;2013-10-01;2013-10-01;9430800;99700010;RS;8637;Atividades de associações de defesa de direitos sociais;2143;5000.0;demais;Cooperativa;2
364030004RS;73936403;0004;63;2014-04-01;2014-04-01;4631100;99250000;RS;8909;Comércio atacadista de leite e laticínios;2143;0.0;demais;Cooperativa;2
443380033SP;46844338;0033;08;2012-06-01;2012-06-01;4683400;18903066;SP;7029;Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo;2143;0.0;demais;Cooperativa;3
723070001RS;10772307;0001;64;2009-04-01;2009-04-01;9499500;93113047;RS;8877;Atividades associativas não especificadas anteriormente;2143;1500.0;demais;Cooperativa;2
007890001MA;17000789;0001;83;2010-11-01;2010-11-01;9430800;65055285;MA;0921;Atividades de associações de defesa de direitos sociais;2143;1150000.0;demais;Cooperativa;2
274670001PR;17527467;0001;97;2013-01-01;2013-01-01;5099801;87950000;PR;7783;Transporte aquaviário para passeios turísticos;2143;11500.0;demais;Cooperativa;3
052350134SC;83305235;0134;40;2010-12-01;2010-12-01;5611201;89805052;SC;8081;Restaurantes e similares;2143;0.0;demais;Cooperativa;3
394510059SC;82639451;0059;54;2014-07-01;2014-07-01;6424703;89025300;SC;8047;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
960740001AL;12396074;0001;78;2020-06-01;2010-07-01;0161099;57081131;AL;2785;Atividades de apoio à agricultura não especificadas anteriormente;2143;64000.0;demais;Cooperativa;2
905860009MG;21490586;0009;47;2013-06-01;2013-06-01;6550200;37550275;MG;5049;Planos de saúde;2143;0.0;demais;Cooperativa;2
422950003SC;75342295;0003;45;2010-11-01;2010-11-01;8299799;89801023;SC;8081;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2143;0.0;demais;Cooperativa;2
700400001BA;13170040;0001;23;2010-12-01;2010-12-01;8730199;45600222;BA;3597;Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente;2143;10000.0;demais;Cooperativa;2
757730001SP;20475773;0001;31;2014-06-01;2014-06-01;4724500;16370000;SP;6933;Comércio varejista de hortifrutigranjeiros;2143;4000.0;demais;Cooperativa;2
400260001RS;13240026;0001;59;2011-01-01;2011-01-01;8299799;94910001;RS;8561;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;2143;12000.0;demais;Cooperativa;2
451220002RJ;42445122;0002;12;2016-01-01;2016-01-01;6424703;20081000;RJ;6001;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
986460004BA;73398646;0004;95;2011-02-01;2011-02-01;6424703;44650000;BA;3093;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
471650029SC;82647165;0029;15;2016-08-01;2016-08-01;4771701;89041604;SC;8047;Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas;2143;0.0;demais;Cooperativa;2
313910003PR;78931391;0003;17;2013-11-01;2013-11-01;6550200;85935000;PR;7953;Planos de saúde;2143;0.0;demais;Cooperativa;2
006010016RS;87900601;0016;15;2014-11-01;2014-11-01;6424703;95995000;RS;8527;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
657860001BA;16965786;0001;11;2012-10-01;2012-10-01;5229001;41500300;BA;3849;Serviços de apoio ao transporte por táxi, inclusive centrais de chamada;2143;0.0;demais;Cooperativa;2
564490007MS;70356449;0007;68;2014-04-01;2014-04-01;0154700;79490000;MS;9809;Criação de suínos;2143;0.0;demais;Cooperativa;3
835180001SP;20683518;0001;84;2014-07-01;2014-07-01;9499500;18600280;SP;6249;Atividades associativas não especificadas anteriormente;2143;30408.0;demais;Cooperativa;2
989650007PI;13498965;0007;93;2012-04-01;2012-04-01;1041400;64180000;PI;1073;Fabricação de óleos vegetais em bruto, exceto óleo de milho;2143;25574.04;demais;Cooperativa;2
377110001SC;21037711;0001;00;2014-09-01;2014-09-01;4724500;88570000;SC;8331;Comércio varejista de hortifrutigranjeiros;2143;4105.2;demais;Cooperativa;2
790980001MT;21679098;0001;25;2015-01-01;2015-01-01;8121400;78896009;MT;9907;Limpeza em prédios e em domicílios;2143;800.0;demais;Cooperativa;2
602290021SP;67960229;0021;92;2015-03-01;2015-03-01;6424703;18110210;SP;7243;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
536040001RO;10953604;0001;06;2009-07-01;2009-07-01;4744002;76868000;RO;0039;Comércio varejista de madeira e artefatos;2143;12500.0;demais;Cooperativa;2
698530001PR;11969853;0001;52;2010-05-01;2010-05-01;6424703;85884000;PR;7701;Cooperativas de crédito mútuo;2143;3900.0;demais;Cooperativa;2
947300001MA;11994730;0001;71;2010-05-01;2010-05-01;1011203;65465000;MA;0751;Frigorífico - abate de ovinos e caprinos;2143;11000.0;demais;Cooperativa;2
941520025ES;27494152;0025;11;2014-05-01;2014-05-01;4621400;29830000;ES;5677;Comércio atacadista de café em grão;2143;29129076.0;demais;Cooperativa;2
389170001MA;19138917;0001;85;2021-04-01;2013-09-01;0121101;65912120;MA;0803;Horticultura, exceto morango;2143;31000.0;demais;Cooperativa;2
261300019RS;89126130;0019;08;2007-01-01;2007-01-01;6424703;99240000;RS;5997;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
351600001CE;25935160;0001;53;2016-08-01;2016-08-01;4633801;62370000;CE;1547;Comércio atacadista de frutas, verduras, raízes, tubérculos, hortaliças e legumes frescos;2143;30000.0;demais;Cooperativa;2
070460004SC;81607046;0004;18;2016-08-01;2016-08-01;6424703;89204010;SC;8179;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;3
081610026MS;26408161;0026;60;2016-08-01;2016-08-01;6424703;79970000;MS;9173;Cooperativas de crédito mútuo;2143;0.0;demais;Cooperativa;2
955490068RS;91495549;0068;67;2016-08-01;2016-08-01;4622200;95380000;RS;8645;Comércio atacadista de soja;2143;0.0;demais;Cooperativa;3
101760030MG;18810176;0030;09;2016-08-01;2016-08-01;4789099;35602000;MG;4147;Comércio varejista de outros produtos não especificados anteriormente;2143;0.0;demais;Cooperativa;2
